work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,Senior Level,Full time,Data Analyst,99000,US,On-site,US,Medium
2022,Senior Level,Full time,Data Analyst,116000,US,On-site,US,Medium
2022,Mid Level,Full time,Data Analyst,106260,US,On-site,US,Medium
2022,Mid Level,Full time,Data Analyst,126500,US,On-site,US,Medium
2022,Executive Level,Full time,Data Engineer,242000,US,Remote,US,Medium
2022,Executive Level,Full time,Data Engineer,200000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Scientist,65438,GB,On-site,GB,Medium
2022,Mid Level,Full time,Data Scientist,39263,GB,On-site,GB,Medium
2022,Mid Level,Full time,Data Engineer,78526,GB,On-site,GB,Medium
2022,Mid Level,Full time,Data Engineer,52351,GB,On-site,GB,Medium
2022,Senior Level,Full time,Data Scientist,165220,US,Remote,US,Medium
2022,Entry Level,Full time,Data Engineer,45807,GB,Remote,GB,Medium
2022,Senior Level,Full time,Data Scientist,120160,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,90320,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,181940,US,On-site,US,Medium
2022,Senior Level,Full time,Data Engineer,132320,US,On-site,US,Medium
2022,Senior Level,Full time,Data Engineer,220110,US,On-site,US,Medium
2022,Senior Level,Full time,Data Engineer,160080,US,On-site,US,Medium
2022,Senior Level,Full time,Data Scientist,180000,US,On-site,US,Large
2022,Senior Level,Full time,Data Scientist,120000,US,On-site,US,Large
2022,Senior Level,Full time,Data Analyst,124190,US,Remote,US,Medium
2022,Executive Level,Full time,Data Analyst,130000,US,Remote,US,Medium
2022,Executive Level,Full time,Data Analyst,110000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,170000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Analyst,115500,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,112900,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,90320,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,112900,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,90320,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,165400,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,132320,US,Remote,US,Medium
2022,Mid Level,Full time,Data Analyst,167000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,243900,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,136600,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,109280,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,128875,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,93700,US,Remote,US,Medium
2022,Executive Level,Full time,other,224000,US,Remote,US,Medium
2022,Executive Level,Full time,other,167875,US,Remote,US,Medium
2022,Executive Level,Full time,other,175000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,156600,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,108800,US,On-site,US,Medium
2022,Senior Level,Full time,Data Scientist,95550,US,On-site,US,Medium
2022,Senior Level,Full time,Data Engineer,113000,US,On-site,US,Large
2022,Senior Level,Full time,Data Analyst,135000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Science Manager,161342,US,Remote,US,Medium
2022,Senior Level,Full time,Data Science Manager,137141,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,167000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,123000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,78526,GB,On-site,GB,Medium
2022,Senior Level,Full time,Data Engineer,65438,GB,On-site,GB,Medium
2022,Senior Level,Full time,Data Scientist,150000,US,On-site,US,Medium
2022,Senior Level,Full time,Data Scientist,211500,US,Remote,US,Medium
2022,Senior Level,Full time,Data Architect,192400,CA,Remote,CA,Medium
2022,Senior Level,Full time,Data Architect,90700,CA,Remote,CA,Medium
2022,Senior Level,Full time,Data Analyst,130000,CA,Remote,CA,Medium
2022,Senior Level,Full time,Data Analyst,61300,CA,Remote,CA,Medium
2022,Senior Level,Full time,Data Analyst,130000,CA,Remote,CA,Medium
2022,Senior Level,Full time,Data Analyst,61300,CA,Remote,CA,Medium
2022,Senior Level,Full time,Data Engineer,160000,US,On-site,US,Large
2022,Senior Level,Full time,Data Scientist,138600,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,136000,US,On-site,US,Medium
2022,Mid Level,Full time,Data Analyst,58000,US,On-site,US,Small
2022,Executive Level,Full time,other,135000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,170000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,123000,US,Remote,US,Medium
2022,Senior Level,Full time,Machine Learning Engineer,189650,US,On-site,US,Medium
2022,Senior Level,Full time,Machine Learning Engineer,164996,US,On-site,US,Medium
2022,Mid Level,Full time,other,54957,GR,On-site,GR,Medium
2022,Mid Level,Full time,other,54957,GR,On-site,GR,Medium
2022,Executive Level,Full time,other,118187,CA,Remote,CA,Small
2022,Senior Level,Full time,Data Analyst,132000,US,On-site,US,Medium
2022,Senior Level,Full time,Data Engineer,165400,US,Remote,US,Medium
2022,Senior Level,Full time,Data Architect,208775,US,Remote,US,Medium
2022,Senior Level,Full time,Data Architect,147800,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,136994,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,101570,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,128875,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,93700,US,Remote,US,Medium
2022,Executive Level,Full time,other,79039,IN,Hybrid,IN,Large
2022,Senior Level,Full time,Data Engineer,132320,US,Remote,US,Medium
2022,Entry Level,Full time,Machine Learning Engineer,37300,GB,Remote,GB,Large
2022,Senior Level,Full time,Data Analyst,164000,US,On-site,US,Medium
2022,Senior Level,Full time,Data Engineer,155000,US,Remote,US,Medium
2022,Mid Level,Full time,Machine Learning Engineer,124333,GB,On-site,GB,Medium
2022,Mid Level,Full time,Machine Learning Engineer,98158,GB,On-site,GB,Medium
2022,Mid Level,Full time,other,120000,US,On-site,US,Medium
2022,Senior Level,Full time,Data Analyst,112900,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,90320,US,Remote,US,Medium
2022,Senior Level,Full time,other,145000,US,Remote,US,Medium
2022,Senior Level,Full time,other,105400,US,Remote,US,Medium
2022,Mid Level,Full time,Machine Learning Engineer,87932,FR,Remote,DE,Medium
2022,Mid Level,Full time,Data Engineer,117789,GB,On-site,GB,Medium
2022,Senior Level,Full time,Data Scientist,215300,US,Remote,US,Large
2022,Senior Level,Full time,Data Scientist,158200,US,Remote,US,Large
2022,Senior Level,Full time,Data Engineer,209100,US,Remote,US,Large
2022,Senior Level,Full time,Data Engineer,154600,US,Remote,US,Large
2022,Senior Level,Full time,Data Analyst,115934,US,On-site,US,Medium
2022,Senior Level,Full time,Data Analyst,81666,US,On-site,US,Medium
2022,Senior Level,Full time,Data Engineer,175000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Engineer,98158,GB,On-site,GB,Medium
2022,Mid Level,Full time,Data Analyst,58000,US,On-site,US,Small
2022,Senior Level,Full time,Data Engineer,183600,US,Remote,US,Large
2022,Mid Level,Full time,Data Analyst,52351,GB,Remote,GB,Medium
2022,Senior Level,Full time,Data Scientist,180000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Scientist,71982,GB,On-site,GB,Medium
2022,Mid Level,Full time,Data Scientist,45807,GB,On-site,GB,Medium
2022,Mid Level,Full time,Data Engineer,65949,GR,Remote,GR,Medium
2022,Mid Level,Full time,Data Engineer,49461,GR,Remote,GR,Medium
2022,Mid Level,Full time,Data Engineer,78526,GB,Remote,GB,Medium
2022,Mid Level,Full time,Data Engineer,58894,GB,Remote,GB,Medium
2022,Senior Level,Full time,Data Scientist,260000,US,Remote,US,Medium
2022,Senior Level,Full time,other,60000,other,Remote,other,Large
2022,Mid Level,Full time,Data Engineer,63900,US,On-site,US,Medium
2022,Mid Level,Full time,Machine Learning Scientist,160000,US,Remote,US,Large
2022,Mid Level,Full time,Machine Learning Scientist,112300,US,Remote,US,Large
2022,Mid Level,Full time,Data Science Manager,241000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Science Manager,159000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,180000,US,On-site,US,Medium
2022,Senior Level,Full time,Data Scientist,80000,US,On-site,US,Medium
2022,Mid Level,Full time,Data Engineer,82900,US,On-site,US,Medium
2022,Senior Level,Full time,Data Engineer,100800,US,Remote,US,Large
2022,Mid Level,Full time,Data Engineer,49461,ES,Remote,ES,Medium
2022,Senior Level,Full time,Data Scientist,140400,US,On-site,US,Large
2022,Mid Level,Full time,Data Analyst,39263,GB,Remote,GB,Medium
2022,Mid Level,Full time,Data Analyst,43966,ES,Remote,ES,Medium
2022,Mid Level,Full time,Data Analyst,32974,ES,Remote,ES,Medium
2022,Mid Level,Full time,Data Engineer,87932,ES,Remote,ES,Medium
2022,Mid Level,Full time,Data Engineer,76940,ES,Remote,ES,Medium
2022,Mid Level,Full time,Data Engineer,104702,GB,Remote,GB,Medium
2022,Mid Level,Full time,Data Engineer,91614,GB,Remote,GB,Medium
2022,Mid Level,Full time,Data Engineer,65949,ES,Remote,ES,Medium
2022,Mid Level,Full time,Data Engineer,87932,GR,Remote,GR,Medium
2022,Senior Level,Full time,Machine Learning Engineer,189650,US,On-site,US,Medium
2022,Senior Level,Full time,Machine Learning Engineer,164996,US,On-site,US,Medium
2022,Mid Level,Full time,Data Analyst,43966,GR,Remote,GR,Medium
2022,Mid Level,Full time,Data Analyst,32974,GR,Remote,GR,Medium
2022,Mid Level,Full time,Data Engineer,98158,GB,Remote,GB,Medium
2022,Mid Level,Full time,Data Engineer,78526,GB,Remote,GB,Medium
2022,Senior Level,Full time,Data Scientist,215300,US,On-site,US,Large
2022,Mid Level,Full time,Data Engineer,76940,GR,Remote,GR,Medium
2022,Senior Level,Full time,Data Engineer,209100,US,Remote,US,Large
2022,Senior Level,Full time,Data Engineer,154600,US,Remote,US,Large
2022,Senior Level,Full time,Data Engineer,180000,US,Remote,US,Medium
2022,Entry Level,Full time,other,21983,PT,Remote,other,Large
2022,Senior Level,Full time,Data Engineer,80000,US,Remote,US,Medium
2022,Mid Level,Full time,other,78791,CA,Remote,CA,Medium
2022,Executive Level,Full time,other,196979,CA,Hybrid,CA,Large
2022,Mid Level,Full time,Machine Learning Engineer,120000,US,Remote,US,Small
2022,Entry Level,Full time,other,125000,US,On-site,US,Medium
2022,Mid Level,Full time,other,37236,US,Hybrid,US,Large
2022,Senior Level,Full time,Data Engineer,105000,US,Remote,US,Medium
2022,Senior Level,Full time,other,87932,DE,On-site,DE,Medium
2022,Mid Level,Full time,other,18442,IN,Remote,IN,Medium
2022,Mid Level,Full time,Data Scientist,31615,IN,Remote,IN,Large
2022,Mid Level,Full time,other,58255,PT,Hybrid,other,Large
2022,Entry Level,Full time,other,100000,US,Hybrid,US,Large
2022,Mid Level,Part time,Data Engineer,54957,DE,Hybrid,DE,Large
2022,Entry Level,Full time,Data Scientist,18442,IN,Remote,IN,Medium
2022,Senior Level,Full time,other,162674,DE,Remote,DE,Medium
2022,Entry Level,Full time,Data Engineer,120000,US,Remote,US,Medium
2022,Senior Level,Full time,Research Scientist,144000,US,Hybrid,US,Large
2022,Senior Level,Full time,Data Scientist,104890,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,100000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,140000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Analyst,135000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Analyst,50000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,220000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,140000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Scientist,183228,GB,On-site,GB,Medium
2022,Mid Level,Full time,Data Scientist,91614,GB,On-site,GB,Medium
2022,Senior Level,Full time,Data Scientist,185100,US,Remote,US,Medium
2022,Senior Level,Full time,Machine Learning Engineer,220000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Scientist,200000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Scientist,120000,US,Remote,US,Medium
2022,Senior Level,Full time,Machine Learning Engineer,120000,other,Remote,other,Small
2022,Senior Level,Full time,Machine Learning Engineer,65000,other,Remote,other,Small
2022,Executive Level,Full time,Data Engineer,324000,US,Remote,US,Medium
2022,Executive Level,Full time,Data Engineer,216000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,210000,US,Remote,US,Medium
2022,Senior Level,Full time,Machine Learning Engineer,120000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,230000,US,Remote,US,Medium
2022,Entry Level,Part time,Data Scientist,100000,other,Hybrid,other,Medium
2022,Mid Level,Freelance,Data Scientist,100000,CA,Remote,US,Medium
2022,Entry Level,Contract,other,31875,other,Remote,other,Medium
2022,Senior Level,Full time,other,200000,other,Remote,US,Medium
2022,Mid Level,Full time,other,75000,CA,Remote,CA,Small
2022,Mid Level,Full time,Data Scientist,35590,other,Remote,other,Large
2022,Senior Level,Full time,other,78791,CA,Remote,CA,Medium
2022,Senior Level,Full time,Data Scientist,100000,BR,Remote,US,Medium
2022,Mid Level,Full time,Machine Learning Scientist,153000,US,Hybrid,US,Medium
2022,Entry Level,Full time,Data Engineer,58035,PK,Remote,DE,Medium
2022,Senior Level,Full time,Data Scientist,165000,US,Remote,US,Medium
2022,Senior Level,Full time,Research Scientist,93427,FR,Hybrid,FR,Large
2022,Entry Level,Full time,Data Scientist,52396,CA,Remote,CA,Large
2022,Senior Level,Full time,Machine Learning Engineer,62651,other,Remote,other,Large
2022,Mid Level,Full time,other,32974,other,Remote,other,Small
2022,Entry Level,Full time,Data Scientist,40000,JP,Remote,other,Large
2022,Mid Level,Full time,Machine Learning Engineer,87425,other,Remote,other,Large
2022,Senior Level,Full time,Data Engineer,115000,US,Remote,US,Medium
2022,Entry Level,Full time,Data Scientist,86703,other,Hybrid,other,Medium
2022,Mid Level,Full time,other,75000,other,Remote,US,Large
2022,Mid Level,Full time,Research Scientist,64849,other,On-site,other,Large
2022,Entry Level,Full time,Research Scientist,120000,US,Remote,US,Large
2022,Mid Level,Full time,other,157000,US,Remote,US,Large
2022,Entry Level,Full time,other,150000,other,Remote,other,Small
2022,Mid Level,Full time,other,70912,CA,Hybrid,CA,Large
2022,Entry Level,Full time,Data Engineer,65000,US,Remote,US,Small
2022,Senior Level,Full time,Machine Learning Engineer,71444,other,Remote,other,Small
2022,Entry Level,Full time,other,20000,PK,On-site,other,Medium
2022,Mid Level,Full time,Data Scientist,48000,other,Remote,US,Small
2022,Senior Level,Full time,Data Science Manager,152500,US,Remote,US,Medium
2022,Mid Level,Full time,Data Engineer,68147,FR,Remote,FR,Medium
2022,Mid Level,Full time,Data Scientist,122346,other,On-site,other,Large
2022,Senior Level,Full time,other,380000,US,Remote,US,Large
2022,Mid Level,Full time,Data Scientist,69336,CA,Remote,CA,Medium
2022,Entry Level,Full time,other,10000,PT,Remote,other,Medium
2022,Mid Level,Full time,Data Analyst,20000,GR,Remote,GR,Small
2022,Senior Level,Full time,other,405000,US,Remote,US,Large
2022,Mid Level,Full time,Data Scientist,135000,US,Remote,US,Large
2022,Senior Level,Full time,other,177000,US,Remote,US,Large
2022,Mid Level,Full time,Data Scientist,78000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,135000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,100000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,90320,US,Remote,US,Medium
2022,Mid Level,Full time,Data Analyst,85000,CA,On-site,CA,Medium
2022,Mid Level,Full time,Data Analyst,75000,CA,On-site,CA,Medium
2022,Senior Level,Full time,Machine Learning Engineer,214000,US,Remote,US,Medium
2022,Senior Level,Full time,Machine Learning Engineer,192600,US,Remote,US,Medium
2022,Senior Level,Full time,Data Architect,266400,US,Remote,US,Medium
2022,Senior Level,Full time,Data Architect,213120,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,112900,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,155000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Scientist,141300,US,On-site,US,Medium
2022,Mid Level,Full time,Data Scientist,102100,US,On-site,US,Medium
2022,Senior Level,Full time,Data Analyst,115934,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,81666,US,Remote,US,Medium
2022,Mid Level,Full time,Data Engineer,206699,US,On-site,US,Medium
2022,Mid Level,Full time,Data Engineer,99100,US,On-site,US,Medium
2022,Senior Level,Full time,Data Engineer,130000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,115000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,110500,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,130000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,99050,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,160000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,205300,US,On-site,US,Large
2022,Senior Level,Full time,Data Scientist,140400,US,On-site,US,Large
2022,Senior Level,Full time,Data Scientist,176000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,144000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,200100,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,160000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,145000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,70500,US,On-site,US,Medium
2022,Senior Level,Full time,Data Scientist,205300,US,On-site,US,Medium
2022,Senior Level,Full time,Data Scientist,140400,US,On-site,US,Medium
2022,Senior Level,Full time,other,205300,US,On-site,US,Medium
2022,Senior Level,Full time,other,184700,US,On-site,US,Medium
2022,Senior Level,Full time,Data Engineer,175100,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,140250,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,116150,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,54000,US,On-site,US,Medium
2022,Senior Level,Full time,Data Analyst,170000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Analyst,65438,GB,On-site,GB,Medium
2022,Senior Level,Full time,Data Analyst,80000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,140000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,210000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,140000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,100000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,69000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,210000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,140000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,210000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,150075,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,100000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,25000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,126500,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,106260,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,220110,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,160080,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,105000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,110925,US,Remote,US,Medium
2022,Mid Level,Full time,Data Analyst,45807,GB,On-site,GB,Medium
2022,Senior Level,Full time,Data Scientist,140000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,99000,US,On-site,US,Medium
2022,Senior Level,Full time,Data Analyst,60000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Architect,192564,US,Remote,US,Medium
2022,Senior Level,Full time,Data Architect,144854,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,230000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,150000,US,Remote,US,Medium
2022,Senior Level,Full time,other,150260,US,Remote,US,Medium
2022,Senior Level,Full time,other,109280,US,Remote,US,Medium
2022,Senior Level,Full time,Data Scientist,210000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,170000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Scientist,160000,US,Remote,US,Medium
2022,Mid Level,Full time,Data Scientist,130000,US,Remote,US,Medium
2022,Entry Level,Full time,Data Analyst,67000,CA,On-site,CA,Medium
2022,Entry Level,Full time,Data Analyst,52000,CA,On-site,CA,Medium
2022,Senior Level,Full time,Data Engineer,154000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Engineer,126000,US,Remote,US,Medium
2022,Senior Level,Full time,Data Analyst,129000,US,On-site,US,Medium
2022,Senior Level,Full time,Data Analyst,150000,US,Remote,US,Medium
2022,Mid Level,Full time,other,200000,IN,Remote,US,Large
